artist_mbtag,lat,lon,state
ARHKOPH11F919A768B,40.19033,-82.66947,Ohio
ARHL8SP1187B98F8A3,40.71455,-74.00712,New York
ARHNMEZ11F50C4706C,35.83073,-85.97874,Tennessee
ARHOCA51187FB39213,40.71455,-74.00712,New York
ARHONG11187FB3B120,29.78772,-95.82333,Texas
ARHP6H31187FB4A38C,27.9758,-81.54106,Florida
ARHPDQM1187FB3C318,31.15509,-95.96653,Texas
ARHRKTK1187B99E1D5,42.33168,-83.04792,Michigan
ARHRP6Q1187FB3F016,43.04181,-87.90684,Wisconsin
ARHRY5S1187B99B96F,32.61436,-86.68073,Alabama
ARHSAFX1187B98E89A,31.1689,-100.07715,Texas
ARHSAXP11EB9C80B35,43.7427,-84.62167,Michigan
ARHSNFO1187B993B7C,27.9758,-81.54106,Florida
ARHT0B11187B993CB3,30.22032,-92.01705,Louisiana
ARHTP2H1187B9A9A7F,43.58915,-98.44127,South Dakota
ARHWO3N1187B98F196,39.10295,-94.58306,Missouri
ARHZCG01187B99E4DE,39.95227,-75.16237,Pennsylvania
ARI4S0E1187B9B06C0,35.83073,-85.97874,Tennessee
ARI6NMB1187FB3FE1E,35.83073,-85.97874,Tennessee
ARI88U61187FB41C60,33.67466,-101.3878,Texas
ARIBU2J1187FB5B09F,35.72171,-77.91615,North Carolina
ARID33C1187FB4610A,34.16788,-111.9307,Arizona
ARIF3EV1187B9B8522,43.00029,-107.55405,Wyoming
ARIG6O41187B988BDD,37.16793,-95.84502,Kansas
ARIHWZG11F50C50E1C,34.05349,-118.24532,California
ARIIEQL1187FB5CE68,41.26069,-95.93995,Nebraska
ARIIXHS11F50C48D0D,33.62646,-80.9474,South Carolina
ARIN12F1187FB3E92C,30.24216,-89.60586,Mississippi
ARIQD5J1187B98D8DC,31.1689,-100.07715,Texas
ARIR1PS1187B9AFFFA,34.05349,-118.24532,California
ARIS3CU1187B9B9423,37.16793,-95.84502,Kansas
ARIUHYM1187B9AEAE4,39.17881,-96.56183,Kansas
ARJ1YJV1187B9955DA,41.88415,-87.63241,Illinois
ARJ3TAF1187FB4AAB1,37.27188,-119.27023,California
ARJ7NR71187FB437B7,35.5953,-89.26212,Tennessee
ARJ8YLL1187FB3CA93,40.69626,-73.83301,New York
ARJ8ZIQ1187FB3FB5A,40.11727,-88.20449,Illinois
ARJANQY1187B9A82F7,34.05349,-118.24532,California
ARJAOPV1187B9A96D9,37.16793,-95.84502,Kansas
ARJDR071187B98CBBB,38.62774,-90.19951,Missouri
ARJFOC01187FB413A5,33.59233,-101.85587,Texas
ARJIQLJ1187B998316,30.9742,-91.52382,Louisiana
ARJIWJH1187FB3F6B9,34.14632,-118.24802,California
ARJQ5JM1187FB486C7,35.83073,-85.97874,Tennessee
ARJR7S11187FB36A2A,40.65507,-73.94888,New York
ARJUNZD1187B9A5DAE,34.07292,-118.39981,California
ARJVTRE1187B9959C0,40.71455,-74.00712,New York
ARJWDVS11F4C8456F1,35.83073,-85.97874,Tennessee
ARK02331187B9A631E,43.7427,-84.62167,Michigan
ARK2P961187B9AD524,39.95227,-75.16237,Pennsylvania
ARK30AI1187FB3C777,40.71455,-74.00712,New York
ARK7ZPW1187B99C170,40.71455,-74.00712,New York
ARK82DC1187B9A1FEB,38.59264,-90.35591,Missouri
ARK9TRQ1187B99C095,41.50471,-81.69074,Ohio
ARKAUWC122988EDAD8,40.71455,-74.00712,New York
ARKBCZ91187B98F486,34.01156,-118.49229,California
ARKBTPV1187FB38A79,32.51461,-93.74727,Louisiana
ARKEFM61187B9A8202,30.99688,-94.82807,Texas
ARKGGBJ122ECCBAC65,41.51776,-72.75753,Connecticut
ARKKPRW1187FB4D81E,38.99792,-105.55096,Colorado
ARKL75U1187FB5B8B6,43.01437,-88.23546,Wisconsin
ARKMIBT11F4C8430D9,40.71455,-74.00712,New York
ARKOVFX11EBCD75758,34.05349,-118.24532,California
ARKPDFV1187B99804D,33.58608,-86.28641,Alabama
ARKQN8X1187B99221C,40.73197,-74.17418,New Jersey
ARKRQSV1187B99FB13,35.14968,-90.04892,Tennessee
ARKT5SH1187B9AE8BF,34.09834,-118.32674,California
ARKU2GK1187B98C8AB,40.71455,-74.00712,New York
ARKULSX1187FB45F84,39.49974,-111.54732,Utah
ARKVMRR122CC3B110A,35.21962,-80.01955,North Carolina
ARKYI5T1187B99334F,35.21962,-80.01955,North Carolina
ARKZT1W1187FB54EEA,37.27188,-119.27023,California
ARL3X871187B996C0C,41.00461,-76.45327,Pennsylvania
ARL43EQ1187FB4D5EC,46.44231,-93.36586,Minnesota
ARLB7A11187B9A331A,30.22403,-93.22011,Louisiana
ARLBXGO11F4C83E520,27.9758,-81.54106,Florida
ARLDW2Y1187B9B544F,39.75911,-84.19444,Ohio
ARLEYVQ122C86774EB,40.99471,-77.60454,Pennsylvania
ARLGUTA1187B9B605F,40.85715,-73.85678,New York
ARLGWFM1187FB4AC9F,34.05349,-118.24532,California
ARLIIVS1187FB5583B,39.29055,-76.6096,Maryland
ARLJWTL1187B98C0DE,42.31256,-71.08868,Massachusetts
ARLLRL61187B9B6698,47.25513,-122.44165,Washington
ARLMRES11F4C83E1E1,44.11559,-120.51484,Oregon
ARLNMEP11C8A41519E,34.05349,-118.24532,California
ARLQ5EV1187FB4491D,38.99792,-105.55096,Colorado
ARLR9U31187B9A71AD,42.32807,-83.7336,Michigan
ARLSGUY1187B98AEBC,37.16793,-95.84502,Kansas
ARLTWXK1187FB5A3F8,32.74863,-97.32925,Texas
ARLTX751187B9A1828,33.52029,-86.8115,Alabama
ARLWR721187B9A03C9,35.82213,-88.91599,Tennessee
ARLZ2LD1187B9B17FD,41.18466,-73.19907,Connecticut
ARLZ3CF1187B98BD56,37.77916,-122.42005,California
ARLZLMN1187B9AD1CB,42.31256,-71.08868,Massachusetts
ARLZN951187FB42E49,47.60356,-122.32944,Washington
ARM0RY81187B9AF248,34.05349,-118.24532,California
ARM3QKQ1187FB421E0,40.71455,-74.00712,New York
ARM5JLS1187FB3615B,34.27611,-88.35068,Mississippi
ARM7UY51187B993E17,40.71455,-74.00712,New York
ARMAC4T1187FB3FA4C,40.82624,-74.47995,New Jersey
ARMAPSZ11F50C48146,40.994709,-77.604538,Pennsylvania
ARMB95F1187B9B5B93,40.8079,-73.9454,New York
ARMBR4Y1187B9990EB,37.77916,-122.42005,California
ARMEYJD1187B9A4522,41.82387,-71.41199,Rhode Island
ARMGJ1W1187FB53EEC,27.9758,-81.54106,Florida
ARMJAGH1187FB546F3,35.14968,-90.04892,Tennessee
ARMKO9M1187B9B0848,32.67828,-83.22295,Georgia
ARMM7T01187B9B31E0,37.27188,-119.27023,California
ARMOHN71187FB3959F,33.6671,-117.76505,California
ARMORUX11F50C4EEBF,31.1689,-100.07715,Texas
ARMRCET1187FB52049,33.99363,-117.97092,California
ARMSW7X1187FB5B504,34.05349,-118.24532,California
ARMT23H1187B995083,29.42449,-98.49462,Texas
ARMTE8E1187FB5ACC2,32.96197,-93.13913,Louisiana
ARMVRLO11F4C846488,40.99471,-77.60454,Pennsylvania
ARMW4I01187B98AEF8,34.05349,-118.24532,California
ARMX0GY1187B98B62E,30.22032,-92.01705,Louisiana
ARMYPSO11F50C49252,40.71455,-74.007118,New York
ARMZJIZ1241B9CA2DB,37.16793,-95.84502,Kansas
ARN1J741187B99EFB9,38.8962,-121.07887,California
ARN2C4X1187B9B363C,26.12367,-80.14356,Florida
ARN2ZKL1187FB3972B,37.16793,-95.84502,Kansas
ARN5NHX1187FB4F755,41.88415,-87.63241,Illinois
ARN6EWN1187B9A4600,29.89932,-93.92938,Texas
ARN6M7I1187FB4DEAF,37.27188,-119.27023,California
ARNBFWO1187FB4D1DD,37.27188,-119.27023,California
ARNBXZH122988F2C16,40.71455,-74.007118,New York
ARNDB1X1187B990AA0,34.05349,-118.24532,California
ARNEL2O1187FB4421A,33.89627,-89.00018,Mississippi
ARNF6401187FB57032,40.79086,-73.96644,New York
ARNFTGS1187B9A465F,34.05349,-118.24532,California
ARNHMFD1187FB3B3F6,40.72023,-73.24922,New York
ARNILB71187B99EC88,34.05349,-118.24532,California
ARNLE621187B98ECB5,41.26069,-95.93995,Nebraska
ARNLOIO11F4C841019,35.83073,-85.97874,Tennessee
ARNMHWR11F4C83B384,37.44466,-122.16079,California
ARNMWP51187FB3E963,41.88415,-87.63241,Illinois
ARNNPJM1187FB3DB37,35.62327,-95.97585,Oklahoma
ARNNQBT1187FB437C1,33.74907,-117.87394,California
ARNUFGE1187B9B7881,40.85715,-73.85678,New York
ARO0QD41187FB3AB0A,34.05349,-118.24532,California
ARO1D981187B9A0D24,40.71455,-74.00712,New York
ARO2PB81187B98EB4A,35.83073,-85.97874,Tennessee
ARO32TC1187FB39461,35.83073,-85.97874,Tennessee
ARO4H5M1187FB4384D,37.16793,-95.84502,Kansas
ARO5T1P1187B9AC680,40.65507,-73.94888,New York
ARO7FES1187B9A59BE,43.1763,-76.27503,New York
AROATPL1187FB48E12,34.16788,-111.9307,Arizona
AROBI4X1187B99550D,35.67484,-90.09876,Arkansas
AROBQ0B1187FB404F6,30.42084,-87.21724,Florida
AROBVNV1187FB3F36C,42.28107,-71.23605,Massachusetts
AROF4LP1187FB41C51,31.1689,-100.07715,Texas
AROGO6K1187B992A39,34.05349,-118.24532,California
AROI2SN1187B98E9FD,34.05464,-117.75002,California
AROIL3N1187B9A9975,33.6671,-117.76505,California
AROJ4RQ1187FB50102,39.73926,-89.50409,Illinois
AROKDJ41187B9A7700,40.71455,-74.00712,New York
AROMB601187B991317,40.65507,-73.94888,New York
AROMMO41187B99F8FF,38.99792,-105.55096,Colorado
ARON0YP1187FB4B465,40.71455,-74.00712,New York
ARORFIN1187FB3BE5C,43.0026,-83.7826,Michigan
AROUOZZ1187B9ABE51,40.79195,-73.94512,New York
AROVY9L1187FB3A97C,35.83073,-85.97874,Tennessee
AROZFLY11F50C4F54F,27.9758,-81.54106,Florida
ARP06GY1187B98B0F0,42.33168,-83.04792,Michigan
ARP2TO91187B9913EA,29.95369,-90.07771,Louisiana
ARP32X81187B99EBF5,42.33168,-83.04792,Michigan
ARP5MSK1187B99A54C,34.0737,-90.49217,Mississippi
ARP5P651187FB5397F,32.34922,-92.72139,Louisiana
ARP96FM1187B9AEA77,44.97903,-93.26493,Minnesota
ARPBNLO1187FB3D52F,40.71455,-74.00712,New York
ARPC5161187B9AF35C,38.05157,-77.34762,Virginia
ARPCDZM1187B996876,42.18419,-71.71818,Massachusetts
ARPEJMN11F4C84080E,38.00335,-79.77127,Virginia
ARPEUYM1187FB4A97A,30.4951,-91.25276,Louisiana
ARPFHN61187FB575F6,41.88415,-87.63241,Illinois
ARPFKK81187B99878D,39.14465,-89.10827,Illinois
ARPGPI81187B98AEEA,34.16788,-111.9307,Arizona
ARPGT071187B9A6512,35.53849,-76.62118,North Carolina
ARPGYM11187FB4B1E1,35.83073,-85.97874,Tennessee
ARPHDQC11EBCD7802B,34.05349,-118.24532,California
ARPJNT81187B98AD36,38.25486,-85.7664,Kentucky
ARPKATM1187B9B76E6,41.30711,-72.92496,Connecticut
ARPKK761187FB4D53C,40.10216,-85.67869,Indiana
ARPN0NC1187B991591,33.51711,-90.18043,Mississippi
ARPOQKS1187B988FE2,27.9758,-81.54106,Florida
ARPOV8N1187FB4D78F,39.95227,-75.16237,Pennsylvania
ARPQ4Z01187FB3A736,29.42449,-98.49462,Texas
ARPRQSD12086C16679,38.2589,-92.43659,Missouri
ARPU5CQ1187FB4469F,40.71455,-74.00712,New York
ARQ05GM1187B990512,33.99604,-117.75801,California
ARQ0HOT1187B9A25FA,42.31256,-71.08868,Massachusetts
ARQ6DNW1187FB4DF1D,36.83264,-76.29771,Virginia
ARQ76LG1187B9ACD84,34.05349,-118.24532,California
ARQ91R31187FB38A88,37.82245,-85.69091,Kentucky
ARQ9BO41187FB5CF1F,40.99471,-77.60454,Pennsylvania
ARQATWU1187B98EE26,40.14323,-74.72671,New Jersey
ARQDHPO1187B9A9F7C,30.68639,-88.05324,Alabama
ARQDONM1187B9BA1AD,34.19451,-90.5651,Mississippi
ARQFPCY1187FB552CE,34.05349,-118.24532,California
ARQFPFK1187FB533E1,41.88415,-87.63241,Illinois
ARQGYP71187FB44566,34.31109,-94.02978,Arkansas
ARQHJLT11F50C4C101,41.51776,-72.75753,Connecticut
ARQIB731187FB3BE17,42.31256,-71.08868,Massachusetts
ARQIWOW11F4C840FF1,38.2589,-92.43659,Missouri
ARQL2SZ1187B99244B,31.1689,-100.07715,Texas
ARQMTJR1187FB42BB5,32.58507,-89.87374,Mississippi
ARQMYTM1187FB4678C,36.06899,-79.7947,North Carolina
ARQOC971187B9910FA,42.73383,-84.59334,Michigan
ARQQARA1187FB3F2AB,39.41574,-77.41203,Maryland
ARQUMH41187B9AF699,34.05349,-118.24532,California
ARQVC1L1187FB440DE,38.04859,-84.50032,Kentucky
ARQXAUH1187B9BA010,33.90698,-88.95535,Mississippi
ARQXJW51187B9AEE27,44.00118,-71.6342,New Hampshire
ARQXM2T1187B98FF32,34.27798,-87.82828,Alabama
ARQZRQ11187B9A5918,35.2225,-80.83754,North Carolina
ARR40ZV1187B9A10A8,40.99471,-77.60454,Pennsylvania
ARR575U1187B98FB97,38.8235,-75.92381,Maryland
ARR7YYN1187FB5C015,30.6554,-97.00189,Texas
ARR8AIK1187B9A0BCE,34.30138,-90.64208,Mississippi
ARRBINW1187B98AE6D,40.65507,-73.94888,New York
ARRCKE61187B99377F,40.88104,-74.1148,New Jersey
ARRDGGE11F4C843F32,37.77916,-122.42005,California
ARRDRI71187FB46EAA,40.65507,-73.94888,New York
ARRE5MX1187B992292,40.71455,-74.00712,New York
ARRGJY81187B9B2878,39.76618,-86.44105,Indiana
ARRH2S81187B98C8AA,43.07295,-89.38669,Wisconsin
ARRHLSD11F4C845076,39.73926,-89.50409,Illinois
ARROLGK1187FB5738D,39.26271,-121.01914,California
ARRPCKN1187FB5BA2F,33.20271,-94.68121,Texas
ARRR4Y81187FB524CE,30.76753,-92.11789,Louisiana
ARRRVMG1187FB532AC,29.36624,-100.89818,Texas
ARRSIQ11187B98F216,34.05349,-118.24532,California
ARRTQ3Y1187B9AC835,36.97402,-122.03095,California
ARRU9GR1187FB43F56,33.46797,-82.50293,Georgia
ARRVGAX1187FB4D745,35.21962,-80.01955,North Carolina
ARRVIZY1187FB41246,37.27188,-119.27023,California
ARRW6DJ1187FB50A67,40.71455,-74.00712,New York
ARRWAD71187FB3FE44,40.71455,-74.00712,New York
ARRWDU31187B9B5656,38.62774,-90.19951,Missouri
ARRWQW61187FB5B301,30.2676,-97.74298,Texas
ARRX4FO1187FB58DD6,30.33138,-81.6558,Florida
ARRXEJJ11F4C841087,37.16793,-95.84502,Kansas
ARRYTVF1187FB4A460,38.8235,-75.92381,Maryland
ARRZFUG1187B98AD42,37.41402,-79.14284,Virginia
ARS10A81187B9B6E16,41.88415,-87.63241,Illinois
ARS5Z5P1187FB3F325,43.7427,-84.62167,Michigan
ARS755J1187B9920C6,37.27188,-119.27023,California
ARS7E2E1187FB361BC,31.1689,-100.07715,Texas
ARS7WBX1187B98CA38,32.58507,-89.87374,Mississippi
ARS8KBY1187FB4BC7E,39.95227,-75.16237,Pennsylvania
ARS8VY21187B990549,40.19316,-85.38173,Indiana
ARS94L01187B9AD297,34.41925,-119.69887,California
ARSAJKR1187FB4C5DC,42.33168,-83.04792,Michigan
ARSC6WR1187FB40B18,46.91008,-98.70853,North Dakota
ARSCLMG1187FB3CEE4,37.77916,-122.42005,California
ARSDFYB11F50C4F736,34.05349,-118.24532,California
ARSDSMG1187B98CB59,40.71455,-74.00712,New York
ARSE6YI1187B9B9CD2,30.2676,-97.74298,Texas
ARSEUOO1187B999569,29.57535,-97.14306,Texas
ARSGZ3J1187FB3E610,34.01156,-118.49229,California
ARSKPIJ11F50C50608,34.05349,-118.24532,California
ARSL5SP1187B9A7AE0,34.05349,-118.24532,California
ARSPC9J1187B9A7EA1,33.74831,-84.39111,Georgia
ARSPIHU1187B99DDD8,37.77916,-122.42005,California
ARSRFOY1187B9917DA,41.88415,-87.63241,Illinois
ARSS4Y41187B9B0AC6,38.41982,-82.44537,West Virginia
ARSX3I61187B98FAC7,35.03731,-90.06146,Tennessee
ARSX6IX1187B9B640C,35.14968,-90.04892,Tennessee
ARSYOWS1187FB41157,40.71455,-74.00712,New York
ART09111187FB5BF48,32.36503,-88.70307,Mississippi
ART3O5Z1187B9AB043,32.77815,-96.7954,Texas
ART59BB1187FB3866E,34.19363,-79.76906,South Carolina
ART70HI1187B9A37BC,32.20703,-90.14988,Mississippi
ARTB5PP1187FB523B7,41.88415,-87.63241,Illinois
ARTBFV61187FB3C250,34.05349,-118.24532,California
ARTDBI61187FB48479,42.99671,-85.59012,Michigan
ARTDUXM1187B9899ED,32.33112,-90.60536,Mississippi
ARTE3P61187B9A709D,41.26069,-95.93995,Nebraska
ARTE6AQ1187B9B2826,42.33168,-83.04792,Michigan
ARTHKHA1187FB3996A,40.85251,-73.13585,New York
ARTJ9GZ1187B9B46DE,41.88415,-87.63241,Illinois
ARTO9UO1187B9B2D47,35.21962,-80.01955,North Carolina
ARTOC971187FB37592,40.14323,-74.72671,New Jersey
ARTR7971187FB4CF69,41.50471,-81.69074,Ohio
ARTT43U1187B9A9E9B,34.19423,-118.39157,California
ARTUXSS1187FB4BD20,40.71455,-74.00712,New York
ARTXGGI1187B9B3D58,38.54666,-121.74477,California
ARTXJFJ1241B9C55EF,37.16793,-95.84502,Kansas
ARTYGL51187B98F9D3,33.13178,-91.96148,Arkansas
ARTYIAO11F4C83EE8E,42.31256,-71.08868,Massachusetts
ARU0HTX1187B98B4C6,34.05349,-118.24532,California
ARU230L1187FB4642F,37.80506,-122.27302,California
ARU2I2B1187FB472E8,33.95319,-84.54588,Georgia
ARU34651187B99A264,40.71455,-74.00712,New York
ARU5CP31187FB44C3A,31.1689,-100.07715,Texas
ARU81FP1187B98C71E,35.6139,-88.8194,Tennessee
ARU868Z1187FB47319,42.18419,-71.71818,Massachusetts
ARU9Q5Q1187FB3D6EB,34.05349,-118.24532,California
ARUAKAN1187FB48204,39.2794,-74.57555,New Jersey
ARUDY181187B9B5F49,31.03896,-93.97961,Texas
ARUDYKB11F4C83C269,29.95369,-90.07771,Louisiana
ARUEYGC1187FB3D94B,41.88415,-87.63241,Illinois
ARUF71J1187FB511C1,37.08571,-88.59583,Kentucky
ARUFCZ41187B9A868E,27.9758,-81.54106,Florida
ARUGU0E1187B9B30F6,34.05349,-118.24532,California
ARUGX5X1187FB468C4,34.15917,-118.50119,California
ARUHT3M1187FB44FB4,41.51776,-72.75753,Connecticut
ARUIRXF1187FB45BC6,31.1689,-100.07715,Texas
ARUKNSS1187FB435E3,40.71455,-74.00712,New York
ARUME5Q1187B9B1AA7,46.23518,-119.09456,Washington
ARUNHZF122988ED7DA,35.21962,-80.01955,North Carolina
ARUNYOW1187FB43F2A,34.96578,-80.07691,North Carolina
ARUP5LV1187FB50BD8,34.16788,-111.9307,Arizona
ARUQSEE1187B9983F8,40.75851,-82.5148,Ohio
ARUT16P1187FB532A4,33.39847,-91.03786,Mississippi
ARUTEVU1187B9ACAF9,34.05349,-118.24532,California
ARUUP4L1187B9B72EB,32.71568,-117.16172,California
ARUVPCM1187FB5C281,37.16793,-95.84502,Kansas
ARUYGJ31187B9A2FEA,30.33138,-81.6558,Florida
ARUZLXZ1187FB3BFF1,34.16788,-111.9307,Arizona
ARUZS6L1187FB50A56,38.62774,-90.19951,Missouri
ARV1ALU1187FB4D77E,33.6671,-117.76505,California
ARV1JVD1187B9AD195,35.91463,-79.05661,North Carolina
ARV21JS1187B99E516,40.73197,-74.17418,New Jersey
ARV2F621187B993BF6,37.77916,-122.42005,California
ARV2V751187FB4330F,40.14323,-74.72671,New Jersey
ARV2X851187FB41A78,42.31256,-71.08868,Massachusetts
ARV33RQ1187B9A5734,38.00335,-79.77127,Virginia
ARV38M11187B99424D,37.27188,-119.27023,California
ARV4BPJ1187B99C978,34.02791,-94.73954,Oklahoma
ARV4KO21187FB38008,37.80506,-122.27302,California
ARV57NY1187FB3C1DC,37.33847,-121.88579,California
ARV5O111187B9A3F3A,47.61002,-122.18755,Washington
ARV8DLF1187B9A4C7C,34.05349,-118.24532,California
ARVAE1F1187B994957,39.95227,-75.16237,Pennsylvania
ARVBG53119B8668924,40.71455,-74.00712,New York
ARVCCEM11F4C83DD74,31.1689,-100.07715,Texas
ARVCNOU1187FB4C6F0,35.30914,-98.52102,Oklahoma
ARVEXQ51187B9B8237,34.05349,-118.24532,California
ARVEZFH1187B9A6F9C,38.66059,-77.24787,Virginia
ARVG8T61187FB440EB,42.31256,-71.08868,Massachusetts
ARVGPOM1187FB55737,39.95227,-75.16237,Pennsylvania
ARVJVFF1187B9B40D6,40.7174,-74.04323,New Jersey
ARVKT151187B9A181D,33.98163,-117.37388,California
ARVLMSG1187B98E07E,34.74865,-92.27449,Arkansas
ARVML4B1187FB52324,40.73197,-74.17418,New Jersey
ARVMZFK11F50C4A0D2,37.77916,-122.42005,California
ARVNDLR1187B99CA1B,35.30914,-98.52102,Oklahoma
ARVNK831187FB48831,37.27188,-119.27023,California
ARVO6RD1187FB403CA,40.71455,-74.00712,New York
ARVOWE21187FB3AE3C,41.88415,-87.63241,Illinois
ARVQ4QM1187B98AD95,33.52029,-86.8115,Alabama
ARVQ7I31187B9B64C9,40.43831,-79.99745,Pennsylvania
ARVQTZP1187FB40283,37.77916,-122.42005,California
ARVTGUZ1187B9AA3DA,30.43977,-84.28065,Florida
ARVVSJC1187FB3A637,34.05349,-118.24532,California
ARVXKTV1187FB44139,36.97402,-122.03095,California
ARVZWQ31187B9B8946,34.05349,-118.24532,California
ARW2Y3Q1187FB38020,42.3519,-71.14566,Massachusetts
ARW45K91187FB3DE04,44.00118,-71.6342,New Hampshire
ARW5IF01187B9AEA98,33.6671,-117.76505,California
ARW6LIW1187B9966CD,39.10295,-94.58306,Missouri
ARW9LQ31187FB4336D,41.52493,-88.08459,Illinois
ARWADDH1187B98FDBB,34.05349,-118.24532,California
ARWBAI21187B991E2E,41.88415,-87.63241,Illinois
ARWBYIR11F4C83B3FE,38.8235,-75.92381,Maryland
ARWC3XN1187B9A8D82,40.71455,-74.00712,New York
ARWC6LA1187B9B2096,37.27188,-119.27023,California
ARWEPRZ1187FB4E2BB,40.71455,-74.00712,New York
ARWGIOC1187FB4CBEF,37.16793,-95.84502,Kansas
ARWHM281187FB3D381,37.80506,-122.27302,California
ARWIMT21187B9B5AEC,32.58507,-89.87374,Mississippi
ARWLV931187B9B0F5A,30.33138,-81.6558,Florida
ARWPHQB11F4C83B42B,35.21962,-80.01955,North Carolina
ARWQ2DR1187B98FF28,32.46292,-84.98763,Georgia
ARWQ3M31187FB4CF01,33.74831,-84.39111,Georgia
ARWUK9L11C8A42C37B,32.58507,-89.87374,Mississippi
ARWVMJA1187B98AA6E,37.27188,-119.27023,California
ARWY7I71187FB36C3D,40.71455,-74.00712,New York
ARWYDXE12420780913,37.27188,-119.27023,California
ARWYVP51187B98C516,42.33168,-83.04792,Michigan
ARWZE8O1187B9B8480,40.71455,-74.00712,New York
ARWZSFC1187FB567BF,40.65507,-73.94888,New York
ARX0X2D1187B99F515,30.9742,-91.52382,Louisiana
ARX2R5A1187FB5B85B,33.74831,-84.39111,Georgia
ARX4D1E1187B9A9C4D,40.21787,-74.7594,New Jersey
ARX6TAQ11C8A415850,40.71455,-74.00712,New York
ARX8PZU1187B9AA7E2,32.51461,-93.74727,Louisiana
ARXALW01187FB4B466,40.71455,-74.00712,New York
ARXBOZ01187FB38261,44.80171,-68.77077,Maine
ARXBXVM11E9057944C,40.19033,-82.66947,Ohio
ARXCUQE1187B9ADD91,43.04181,-87.90684,Wisconsin
ARXDDH31187FB3DF1C,30.08615,-94.10158,Texas
ARXFWVC1187B98ED6B,41.51526,-90.43987,Illinois
ARXGICZ1187FB444DD,44.97903,-93.26493,Minnesota
ARXHFWE1187FB410A9,34.20034,-119.18044,California
ARXICPY122CC3B292D,37.27188,-119.27023,California
ARXIIEY1187FB44EAF,35.14968,-90.04892,Tennessee
ARXJSHW1187B9A2A52,25.72898,-80.23742,Florida
ARXLOGT1187FB45068,34.19767,-101.69814,Texas
ARXOUML1187FB48ACB,45.51179,-122.67563,Oregon
ARXP9GE1187FB3ED0E,42.68318,-83.13702,Michigan
ARXPDRB1187B9AD0B1,41.88415,-87.63241,Illinois
ARXR2N11187B99857E,34.18806,-118.94151,California
ARXSABR11E8A2E29BF,46.44231,-93.36586,Minnesota
ARXSPYZ1187B98972A,36.2929,-95.15261,Oklahoma
ARXXCHI1241B9C54EE,29.97525,-95.6802,Texas
ARXZIHJ1187B9A4ED9,41.94508,-71.28109,Massachusetts
ARY0W1O1187FB5B8C0,29.76045,-95.36978,Texas
ARY1QJF1187B98EF3F,34.05349,-118.24532,California
ARY2ZUX1187B9A266C,37.77916,-122.42005,California
ARY6EBA1187B9AD525,41.36149,-74.27362,New York
ARYBP3U1187B9B3A4C,39.95227,-75.16237,Pennsylvania
ARYBUAO1187FB3F4EB,41.88415,-87.63241,Illinois
ARYCKB61187B998E70,29.76045,-95.36978,Texas
ARYHPHB12131B4B793,34.05349,-118.24532,California
ARYHTAK11F50C4A2FB,32.22155,-110.96975,Arizona
ARYI8NC1187B994FE9,44.00118,-71.6342,New Hampshire
ARYIQQN1187FB55196,39.10644,-84.50469,Ohio
ARYISOC1187B9998F1,36.03256,-86.78916,Tennessee
ARYJ6RP1187B9B3827,36.16778,-86.77836,Tennessee
ARYNSN31187FB4C573,39.96196,-83.00298,Ohio
ARYOPH81187B98AEED,40.65507,-73.94888,New York
ARYOW7G1187FB373D0,33.52029,-86.8115,Alabama
ARYT3BY1187B98C20E,42.4266,-71.07352,Massachusetts
ARYW3V11187B99C8C9,33.74831,-84.39111,Georgia
ARYXELS1187B9A5991,41.50471,-81.69074,Ohio
ARYYCVC1187B9A8510,35.04644,-85.30946,Tennessee
ARYZQIU1187FB4BBF8,40.71455,-74.00712,New York
ARYZX981187B9A995B,30.9742,-91.52382,Louisiana
ARZ05QG1187FB3843E,31.55379,-90.10785,Mississippi
ARZ185I1187FB5B8C5,33.74831,-84.39111,Georgia
ARZ1PTN1187B9967D9,33.46725,-96.91393,Texas
ARZ3E3Z1187FB43F7C,37.16793,-95.84502,Kansas
ARZ7IH41187FB3B8F5,40.71793,-73.59354,New York
ARZ7OD71187B9940A7,40.71455,-74.00712,New York
ARZ96PB1187B98F5C9,36.16778,-86.77836,Tennessee
ARZCXO91187FB53708,32.67828,-83.22295,Georgia
ARZDYBC1187B9A3142,36.0632,-94.15791,Arkansas
ARZEA421187FB5B5BA,34.05349,-118.24532,California
ARZH0R61187FB422AE,38.62774,-90.19951,Missouri
ARZHLNX1187FB4B8E7,40.71455,-74.00712,New York
ARZHXR61187FB3D065,40.65507,-73.94888,New York
ARZJKZR1187FB3EFC2,32.38012,-86.30063,Alabama
ARZL6CE1187FB3F264,27.9758,-81.54106,Florida
ARZMWNY1187B99EBF1,41.82387,-71.41199,Rhode Island
ARZO73F1187FB4BF23,39.95227,-75.16237,Pennsylvania
ARZP2M21187FB59C63,42.31256,-71.08868,Massachusetts
ARZQ6SW1187B9AD3E2,40.14323,-74.72671,New Jersey
ARZSFIJ1187B98B8BC,36.16778,-86.77836,Tennessee
ARZTGQE1187FB461D9,27.9758,-81.54106,Florida
ARZVEF91187B9AC770,40.71455,-74.00712,New York
ARZVTZN1187FB579D4,32.20049,-94.35887,Texas
ARZWAHK119B8668273,48.55286,-109.67097,Montana
ARZXVY01187B9972EC,38.99792,-105.55096,Colorado
ARZYPLF1187FB45B9B,34.05349,-118.24532,California
