artist_mbtag,sigla
ARYJ6RP1187B9B3827,TN
ARU81FP1187B98C71E,TN
ARI4S0E1187B9B06C0,TN
AR6BAYL1187B9AC66F,TN
ARSX6IX1187B9B640C,TN
ARNLOIO11F4C841019,TN
AR14CJ91187FB3A994,TN
ARE2QID1187B98FA19,TN
AR3DYAD1187FB3964E,TN
ARJQ5JM1187FB486C7,TN
ARYYCVC1187B9A8510,TN
ARXIIEY1187FB44EAF,TN
ARZ96PB1187B98F5C9,TN
AR4WS1U1187FB5B02E,TN
AR4FGSF1187FB528BE,TN
ARKRQSV1187B99FB13,TN
ARJ7NR71187FB437B7,TN
AR6C6VO1187FB4E267,TN
ARADC5W1187B993322,TN
ARF9BNW1187FB3F54B,TN
ARO2PB81187B98EB4A,TN
ARSX3I61187B98FAC7,TN
AR3L4P91187FB42189,TN
ARGCY1Y1187B9A4FA5,TN
AR95F611187B99CE1C,TN
ARZSFIJ1187B98B8BC,TN
ARO32TC1187FB39461,TN
ARDCKVJ1187FB54D1F,TN
ARJWDVS11F4C8456F1,TN
ARDFZE61187FB45994,TN
ARCPY7O1187FB5C0B7,TX
AR0NQD81187FB3AD13,TX
AR1W3MA1187B99E6D8,TX
ARE36MM1187B991E50,TX
ARFQWAA1187FB3BACB,TX
ARGH53H1187B9A5511,TX
ARI88U61187FB41C60,TX
AR9LT7R1187FB4543A,TX
ARR7YYN1187FB5C015,TX
ARSE6YI1187B9B9CD2,TX
ARDHKHJ1187B9B62EA,TX
ARVCCEM11F4C83DD74,TX
AREV0ZO1187B997221,TX
AR9OLFX1187B9A5762,TX
ARUDY181187B9B5F49,TX
AROF4LP1187FB41C51,TX
ARZVTZN1187FB579D4,TX
ARYCKB61187B998E70,TX
AR91GW21187FB4F642,TX
AR12MUW1187B9A5DF4,TX
ARFLD291187B9966AA,TX
ARD9THI1187B98EAD0,TX
AR035N21187FB3938E,TX
ARRRVMG1187FB532AC,TX
ARZ1PTN1187B9967D9,TX
ARSEUOO1187B999569,TX
ARAU2Q51187FB50D4C,TX
AR6IJJ41187B98C872,TX
ARE8V001187B994A56,TX
AR23F7J1187B9A550F,TX
AR25LGJ1187B9B2492,TX
AR180PG1187B997BAE,TX
ARJFOC01187FB413A5,TX
ARBQPXY1187B98D67B,TX
ARDL6T21187FB36FDD,TX
ARU5CP31187FB44C3A,TX
ARQL2SZ1187B99244B,TX
ARXXCHI1241B9C54EE,TX
ARMORUX11F50C4EEBF,TX
ARCQQ3S1187B9A6D98,TX
ARBYFR71187B99A2A4,TX
ARS7E2E1187FB361BC,TX
ARLTWXK1187FB5A3F8,TX
AR93RTI1187B98ECFB,TX
ARRWQW61187FB5B301,TX
AR7S48C1187B99711E,TX
ARPQ4Z01187FB3A736,TX
ARUIRXF1187FB45BC6,TX
ARRPCKN1187FB5BA2F,TX
ARDMKKB1187B9A0EDA,TX
AR7ISJJ1187B9B2CD6,TX
AR1PNWN1187FB4A404,TX
ARHONG11187FB3B120,TX
AR47RVG1187B995CE7,TX
ARHPDQM1187FB3C318,TX
ARBFDJW1187B9AD27A,TX
ARCW5RB1187FB4383F,TX
ARHSAFX1187B98E89A,TX
ARELA4P1187B991507,TX
ARCZN5K1187FB42CF8,TX
AR0RCMP1187FB3F427,TX
AREZWC61187FB52DCF,TX
ART3O5Z1187B9AB043,TX
ARCLLH11187FB48DE0,TX
ARIQD5J1187B98D8DC,TX
ARKEFM61187B9A8202,TX
ARMT23H1187B995083,TX
ARXDDH31187FB3DF1C,TX
ARY0W1O1187FB5B8C0,TX
ARXLOGT1187FB45068,TX
AR5M4GN1187FB3F2F6,TX
ARHBV1W1187B9B496C,TX
ARN6EWN1187B9A4600,TX
AR7V3VQ1187B9A08AA,TX
AR2B3VQ1187FB54129,TX
AR1RNCJ1187FB3D227,TX
AR0JEOI1187B98B918,TX
ARDK0551187FB5AC48,TX
ARFH6FT1187FB5BF47,UT
AR6GSIE1187B98C3C7,UT
ARKULSX1187FB45F84,UT
ARGMCPU1241B9C4C34,VT
ARG4K2W1187B99EA5D,VA
ARQ6DNW1187FB4DF1D,VA
ARPC5161187B9AF35C,VA
ARELMNO1187FB52929,VA
ARH9NBO1187FB43904,VA
ARRZFUG1187B98AD42,VA
ARPEJMN11F4C84080E,VA
AR20BO61187B9B880E,VA
ARV33RQ1187B9A5734,VA
ARVEZFH1187B9A6F9C,VA
ARUME5Q1187B9B1AA7,WA
ARFVYJI1187B9B8E13,WA
AR5N8VN1187FB37A4E,WA
ARV5O111187B9A3F3A,WA
ARGBR4I1187B99D073,WA
ARLLRL61187B9B6698,WA
ARLZN951187FB42E49,WA
ARSS4Y41187B9B0AC6,WV
AREKZKE11F50C4A7D8,WI
ARXCUQE1187B9ADD91,WI
ARC95UW1187B9B9A62,WI
ARHRP6Q1187FB3F016,WI
ARRH2S81187B98C8AA,WI
ARDHWW41187B9A86B0,WI
ARKL75U1187FB5B8B6,WI
ARF0COO1187B99B9EF,WI
ARIF3EV1187B9B8522,WY
